tweet_year,tweet_month,tweet_days,tweet_hour,tweet_day,is_weekend,retweet_count,reply_count,like_count,quote_count,impression_count,engagement
2010,8,15,5.0,6,1,2,0,0,0,0,0.6
2010,8,21,9.0,5,1,57,2,30,1,0,26.9
2010,8,22,4.0,6,1,1,0,0,0,0,0.3
2010,8,24,12.0,1,0,4,0,27,2,0,9.3
2010,8,27,9.5,4,0,2,0,11,0,0,3.9
2010,8,29,0.0,6,1,99908,1147,120284,5112,0,66516.4
2010,8,30,10.0,0,0,1,0,2,0,0,0.9
2010,9,1,4.5,2,0,3,0,0,0,0,0.8999999999999999
2010,9,2,8.666666666666666,3,0,4,0,2,0,0,1.8
2010,9,3,12.0,4,0,2,0,0,0,0,0.6
2010,9,11,9.0,5,1,204,1,129,1,0,100.3
2010,9,22,7.0,2,0,1,0,2,0,0,0.9
2010,9,24,2.0,4,0,3,1,15,1,0,5.8
2010,9,25,17.0,5,1,1,0,0,0,0,0.3
2010,9,27,11.0,0,0,1,0,0,0,0,0.3
2010,9,29,0.0,2,0,2,0,1,0,0,0.9
2010,10,3,10.0,6,1,1,0,0,0,0,0.3
2010,10,4,18.5,0,0,2,0,4,0,0,1.7999999999999998
2010,10,11,13.0,0,0,1,0,0,0,0,0.3
2010,10,12,12.0,1,0,1,0,0,0,0,0.3
2010,10,14,21.0,3,0,1,1,0,0,0,0.7
2010,10,19,11.0,1,0,1,0,1,0,0,0.6
2010,10,21,13.5,3,0,2,0,4,0,0,1.7999999999999998
2010,10,22,14.0,4,0,6,0,3,0,0,2.7
2010,10,25,4.0,0,0,1,0,0,0,0,0.3
2010,10,26,13.5,1,0,2,0,1,1,0,0.8999999999999999
2010,10,27,14.0,2,0,2,0,0,0,0,0.6
2010,10,28,4.0,3,0,1,0,0,0,0,0.3
2010,10,30,13.0,5,1,1,0,0,0,0,0.3
2010,10,31,4.0,6,1,2,0,4,0,0,1.8
2010,11,3,7.0,2,0,2,0,0,0,0,0.6
2010,11,4,6.0,3,0,1,0,6,0,0,2.1
2010,11,5,4.5,4,0,3,0,1,0,0,1.2
2010,11,6,5.0,5,1,0,1,1,0,0,0.7
2010,11,9,5.666666666666667,1,0,1150,3657,1658,190,0,2305.2
2010,11,10,19.0,2,0,6,0,1,0,0,2.1
2010,11,12,6.5,4,0,7,0,1,0,0,2.4
2010,11,15,12.0,0,0,1,0,3,0,0,1.2
2010,11,16,1.0,1,0,2,0,0,0,0,0.6
2010,11,18,11.0,3,0,2,2,2,1,0,2.0
2010,11,20,17.0,5,1,1,0,1,0,0,0.6
2010,11,21,7.0,6,1,1,1,0,0,0,0.7
2010,11,23,2.0,1,0,1,0,1,0,0,0.6
2010,11,26,18.0,4,0,4,0,7,0,0,3.3
2010,12,2,18.5,3,0,2,0,1,0,0,0.8999999999999999
2010,12,3,0.0,4,0,1,0,1,0,0,0.6
2010,12,4,3.0,5,1,1,0,0,0,0,0.3
2010,12,5,15.0,6,1,1,0,1,0,0,0.6
2010,12,6,21.0,0,0,2,1,0,0,0,1.0
2010,12,10,5.0,4,0,2,0,0,0,0,0.6
2010,12,12,14.0,6,1,1,0,1,0,0,0.6
2010,12,14,23.0,1,0,1,0,0,0,0,0.3
2010,12,15,23.0,2,0,1,0,1,0,0,0.6
2010,12,16,4.0,3,0,145284,2563,117575,4591,0,79882.9
2010,12,21,11.0,1,0,1,0,0,0,0,0.3
2010,12,24,21.0,4,0,0,1,0,0,0,0.4
2010,12,28,2.0,1,0,1,0,0,0,0,0.3
2011,1,1,19.0,5,1,333,8,88,15,0,129.5
2011,1,6,10.0,3,0,2,0,1,0,0,0.8999999999999999
2011,1,9,5.0,6,1,0,1,1,0,0,0.7
2011,1,11,10.0,1,0,13,0,12,0,0,7.5
2011,1,13,11.0,3,0,16,0,9,0,0,7.5
2011,1,14,2.0,4,0,3,0,1,0,0,1.2
2011,1,15,12.0,5,1,2,0,1,0,0,0.8999999999999999
2011,1,20,13.0,3,0,67,1,45,1,0,34.0
2011,1,21,12.0,4,0,12,0,7,0,0,5.7
2011,1,22,7.0,5,1,2,0,0,0,0,0.6
2011,1,24,3.6666666666666665,0,0,3,1,1,0,0,1.6
2011,1,25,20.0,1,0,12,1,3,0,0,4.9
2011,1,26,2.0,2,0,300,1426,535,1661,0,820.9
2011,1,29,12.0,5,1,1,0,0,0,0,0.3
2011,1,31,17.0,0,0,3,0,4,0,0,2.1
2011,2,1,6.0,1,0,1,0,0,0,0,0.3
2011,2,3,3.5,3,0,6,0,0,0,0,1.7999999999999998
2011,2,6,10.5,6,1,2,0,2,0,0,1.2
2011,2,7,18.0,0,0,1,0,0,0,0,0.3
2011,2,8,3.0,1,0,1,0,1,0,0,0.6
2011,2,12,7.0,5,1,1,0,1,0,0,0.6
2011,2,14,12.0,0,0,1,0,0,0,0,0.3
2011,2,19,2.0,5,1,1,0,0,0,0,0.3
2011,2,24,9.0,3,0,6,1,2,0,0,2.8
2011,2,25,3.0,4,0,1,0,0,0,0,0.3
2011,2,26,8.5,5,1,1,1,0,0,0,0.7
2011,2,27,15.0,6,1,1,0,0,0,0,0.3
2011,3,2,21.0,2,0,0,1,1,0,0,0.7
2011,3,4,4.0,4,0,2,0,1,0,0,0.8999999999999999
2011,3,9,21.0,2,0,2,0,1,0,0,0.9
2011,3,10,13.5,3,0,4,0,1,0,0,1.5
2011,3,11,14.105263157894736,4,0,1336,49,2935,6,0,1300.8999999999999
2011,3,12,9.785714285714286,5,1,10195,9,2655,10,0,3858.6
2011,3,13,10.0,6,1,28,4,10,2,0,13.0
2011,3,14,5.076923076923077,0,0,6083,3,204,3,0,1887.3
2011,3,15,9.3,1,0,486,3,58,3,0,164.4
2011,3,16,11.0,2,0,4,0,0,0,0,1.2
2011,3,17,14.75,3,0,8,0,2,0,0,3.0
2011,3,18,9.0,4,0,15,2,1,1,0,5.6
2011,3,19,13.0,5,1,1,0,2,0,0,0.9
2011,3,20,9.0,6,1,17,0,6,0,0,6.9
2011,3,22,20.0,1,0,2,0,0,0,0,0.6
2011,3,23,13.5,2,0,5,0,0,1,0,1.5
2011,3,24,9.0,3,0,4,0,1,0,0,1.5
2011,3,25,8.2,4,0,342,1,75,0,0,125.49999999999999
2011,3,27,16.666666666666668,6,1,10,0,2,0,0,3.6
2011,3,28,2.0,0,0,1,3,0,0,0,1.5
2011,3,29,7.0,1,0,1,0,0,0,0,0.3
2011,3,30,17.0,2,0,14,0,18,1,0,9.6
2011,3,31,8.0,3,0,2,0,0,0,0,0.6
2011,4,1,23.0,4,0,0,4,2,0,0,2.2
2011,4,2,16.5,5,1,5,1,3,0,0,2.8
2011,4,3,9.0,6,1,54,0,14,0,0,20.4
2011,4,4,13.0,0,0,5,0,9,0,0,4.2
2011,4,5,8.0,1,0,9,8,11,0,0,9.2
2011,4,6,13.5,2,0,2,0,1,0,0,0.8999999999999999
2011,4,7,23.0,3,0,1,0,0,0,0,0.3
2011,4,8,17.5,4,0,4,0,2,0,0,1.7999999999999998
2011,4,9,11.0,5,1,2,0,1,0,0,0.8999999999999999
2011,4,11,17.0,0,0,8,0,0,1,0,2.4
2011,4,12,11.8,1,0,292,1,56,0,0,104.80000000000001
2011,4,13,15.5,2,0,1,1,1,0,0,1.0
2011,4,14,16.5,3,0,2,0,0,0,0,0.6
2011,4,15,19.5,4,0,3,0,3,0,0,1.7999999999999998
2011,4,16,3.0,5,1,0,1,0,0,0,0.4
2011,4,19,2.0,1,0,10,0,3,0,0,3.9
2011,4,20,6.5,2,0,5,0,0,0,0,1.5
2011,4,21,8.5,3,0,2,0,0,0,0,0.6
2011,4,22,11.0,4,0,3,0,5,0,0,2.4
2011,4,24,8.0,6,1,2,0,3,0,0,1.5
2011,4,25,14.0,0,0,1,0,0,0,0,0.3
2011,4,27,3.0,2,0,32,0,4,0,0,10.8
2011,4,28,13.0,3,0,1,1,0,0,0,0.7
2011,4,30,2.0,5,1,2,0,2,0,0,1.2
2011,5,1,6.5,6,1,6,0,3,0,0,2.6999999999999997
2011,5,2,1.5,0,0,2,1,1,0,0,1.2999999999999998
2011,5,3,6.5,1,0,11,91,18,4,0,45.1
2011,5,4,16.8,2,0,47,1,44,0,0,27.7
2011,5,5,11.5,3,0,23,0,12,0,0,10.5
2011,5,6,0.0,4,0,1,0,1,0,0,0.6
2011,5,7,5.5,5,1,117,1,103,1,0,66.39999999999999
2011,5,8,8.0,6,1,58,1,30,0,0,26.799999999999997
2011,5,10,18.0,1,0,0,1,1,0,0,0.7
2011,5,11,18.333333333333332,2,0,3,0,0,0,0,0.8999999999999999
2011,5,12,9.5,3,0,67,0,12,0,0,23.7
2011,5,13,0.6666666666666666,4,0,11,0,2,0,0,3.9
2011,5,14,15.0,5,1,1,0,1,0,0,0.6
2011,5,15,15.0,6,1,159,1,55,0,0,64.6
2011,5,16,11.0,0,0,2,0,2,1,0,1.2
2011,5,17,12.0,1,0,2,0,1,0,0,0.9
2011,5,18,12.0,2,0,4,0,3,0,0,2.1
2011,5,19,11.75,3,0,5,1,1,0,0,2.2
2011,5,21,15.0,5,1,106,30,20,3,0,49.8
2011,5,22,15.5,6,1,2,0,0,0,0,0.6
2011,5,23,10.0,0,0,13,0,12,0,0,7.5
2011,5,24,16.0,1,0,0,1,1,0,0,0.7
2011,5,25,8.5,2,0,11,0,8,0,0,5.7
2011,5,26,7.0,3,0,4,0,2,1,0,1.8
2011,5,29,10.0,6,1,7,0,3,0,0,3.0
2011,6,1,20.0,2,0,2,0,0,0,0,0.6
2011,6,2,15.0,3,0,16,0,0,0,0,4.8
2011,6,3,0.0,4,0,1,0,0,0,0,0.3
2011,6,4,15.0,5,1,1,0,0,0,0,0.3
2011,6,5,17.333333333333332,6,1,17,0,11,0,0,8.4
2011,6,6,8.666666666666666,0,0,187,0,79,0,0,79.8
2011,6,7,9.75,1,0,190,3,41,0,0,70.5
2011,6,8,10.5,2,0,33,0,8,0,0,12.3
2011,6,9,0.0,3,0,9,0,4,0,0,3.9
2011,6,10,0.0,4,0,1,0,1,0,0,0.6
2011,6,11,18.5,5,1,7,0,1,0,0,2.4
2011,6,12,14.0,6,1,16,0,1,0,0,5.1
2011,6,14,17.75,1,0,20,0,3,0,0,6.9
2011,6,16,14.0,3,0,5,2,5,1,0,3.8
2011,6,17,11.0,4,0,35,0,6,1,0,12.299999999999999
2011,6,18,16.5,5,1,3,0,2,0,0,1.5
2011,6,20,10.5,0,0,713,31,170,1,0,277.3
2011,6,21,7.2,1,0,40,1,18,0,0,17.8
2011,6,22,5.0,2,0,0,3,0,0,0,1.2
2011,6,23,15.0,3,0,27,1,10,0,0,11.5
2011,6,25,1.0,5,1,137,2,109,0,0,74.6
2011,6,27,1.0,0,0,4,1,0,0,0,1.6
2011,6,28,17.0,1,0,6,0,3,0,0,2.6999999999999997
2011,7,3,15.5,6,1,62,3,14,0,0,24.0
2011,7,4,11.5,0,0,6,0,1,0,0,2.1
2011,7,5,4.0,1,0,1,1,8,0,0,3.1
2011,7,6,9.666666666666666,2,0,12,1,5,0,0,5.5
2011,7,7,7.0,3,0,3,1,1,0,0,1.6
2011,7,9,22.0,5,1,8,0,8,0,0,4.8
2011,7,10,0.0,6,1,2,0,0,0,0,0.6
2011,7,11,13.0,0,0,0,1,5,0,0,1.9
2011,7,12,6.333333333333333,1,0,3,1,3,0,0,2.2
2011,7,13,12.333333333333334,2,0,3,0,1,1,0,1.2
2011,7,14,2.0,3,0,1,0,0,0,0,0.3
2011,7,15,17.333333333333332,4,0,366,7,70,0,0,133.60000000000002
2011,7,16,1.0,5,1,3,0,0,0,0,0.9
2011,7,17,7.666666666666667,6,1,10,1,5,0,0,4.9
2011,7,19,10.5,1,0,242,19,41,0,0,92.5
2011,7,20,18.0,2,0,0,1,0,0,0,0.4
2011,7,22,11.5,4,0,0,1,0,0,0,0.4
2011,7,23,14.0,5,1,132,1,42,0,0,52.599999999999994
2011,7,24,10.0,6,1,4,0,1,0,0,1.5
2011,7,27,2.0,2,0,1,0,1,0,0,0.6
2011,7,28,12.5,3,0,493,55,81,0,0,194.2
2011,7,29,3.0,4,0,2,0,0,0,0,0.6
2011,8,2,8.5,1,0,8,1,3,0,0,3.6999999999999997
2011,8,3,13.0,2,0,1,0,0,0,0,0.3
2011,8,4,8.0,3,0,2,0,1,0,0,0.9
2011,8,5,10.0,4,0,4,1,3,1,0,2.5
2011,8,7,23.0,6,1,22,1,3,0,0,7.9
2011,8,8,12.0,0,0,3,0,3,1,0,1.8
2011,8,10,6.666666666666667,2,0,2,1,0,0,0,1.0
2011,8,11,8.5,3,0,41,0,4,0,0,13.5
2011,8,12,11.0,4,0,1,0,0,0,0,0.3
2011,8,13,16.0,5,1,1,0,0,0,0,0.3
2011,8,14,8.0,6,1,1,0,0,0,0,0.3
2011,8,15,12.5,0,0,22,0,12,0,0,10.2
2011,8,16,13.5,1,0,5,0,3,0,0,2.4
2011,8,17,15.333333333333334,2,0,3,0,1,1,0,1.2
2011,8,22,10.0,0,0,0,1,0,0,0,0.4
2011,8,23,12.333333333333334,1,0,12,0,9,0,0,6.3
2011,8,25,6.0,3,0,2,0,2,0,0,1.2
2011,8,28,8.25,6,1,4,0,2,0,0,1.7999999999999998
2011,8,31,10.75,2,0,235,4,43,0,0,85.0
2011,9,1,11.0,3,0,1,1,1,0,0,1.0
2011,9,2,6.0,4,0,2,0,2,0,0,1.2
2011,9,3,18.0,5,1,2,0,1,0,0,0.9
2011,9,5,4.0,0,0,3,0,0,0,0,0.8999999999999999
2011,9,6,23.0,1,0,1,0,0,0,0,0.3
2011,9,7,17.0,2,0,2,0,0,0,0,0.6
2011,9,8,12.0,3,0,6,0,0,0,0,1.8
2011,9,9,15.5,4,0,2,0,0,0,0,0.6
2011,9,10,5.0,5,1,1,0,1,0,0,0.6
2011,9,12,1.0,0,0,4,0,6,0,0,3.0
2011,9,13,22.0,1,0,2,0,1,0,0,0.9
2011,9,14,12.0,2,0,3,0,0,0,0,0.8999999999999999
2011,9,15,10.0,3,0,1,0,0,0,0,0.3
2011,9,16,3.5,4,0,3,1,0,0,0,1.3
2011,9,18,16.0,6,1,782,10,556,1,0,405.4
2011,9,19,9.0,0,0,4,0,3,1,0,2.1
2011,9,20,20.0,1,0,1,1,0,0,0,0.7
2011,9,21,3.0,2,0,0,1,2,0,0,1.0
2011,9,22,12.0,3,0,23,1,12,0,0,10.9
2011,9,23,8.0,4,0,2,0,0,0,0,0.6
2011,9,24,3.0,5,1,2,0,0,0,0,0.6
2011,9,25,9.5,6,1,18,0,3,0,0,6.3
2011,9,26,18.5,0,0,11,0,11,0,0,6.6
2011,9,28,21.0,2,0,5,0,7,0,0,3.6
2011,9,30,15.0,4,0,3,0,3,0,0,1.8
2011,10,1,13.0,5,1,12,2,3,0,0,5.3
2011,10,2,0.0,6,1,1,1,2,0,0,1.3
2011,10,5,15.0,2,0,1,0,0,0,0,0.3
2011,10,7,15.0,4,0,2,1,2,0,0,1.6
2011,10,11,9.75,1,0,5,1,1,1,0,2.1999999999999997
2011,10,12,11.333333333333334,2,0,20,0,4,0,0,7.199999999999999
2011,10,13,11.0,3,0,1,1,0,0,0,0.7
2011,10,14,8.0,4,0,3,0,0,0,0,0.8999999999999999
2011,10,17,9.0,0,0,16,0,3,0,0,5.699999999999999
2011,10,18,4.0,1,0,2,0,0,0,0,0.6
2011,10,19,8.25,2,0,25,7,20,0,0,16.3
2011,10,20,9.0,3,0,6,2,6,1,0,4.4
2011,10,22,12.5,5,1,20,6,8,0,0,10.8
2011,10,24,5.0,0,0,1,0,1,0,0,0.6
2011,10,25,7.0,1,0,43,0,11,0,0,16.2
2011,10,26,10.0,2,0,1,0,0,0,0,0.3
2011,10,27,8.5,3,0,38,0,4,0,0,12.6
2011,10,28,10.75,4,0,14,0,6,0,0,6.0
2011,10,29,8.0,5,1,0,1,3,0,0,1.3
2011,10,30,15.0,6,1,1,0,0,0,0,0.3
2011,10,31,15.5,0,0,9,0,3,0,0,3.5999999999999996
2011,11,1,19.333333333333332,1,0,487,4,228,0,0,216.1
2011,11,3,10.0,3,0,2,0,0,0,0,0.6
2011,11,5,15.0,5,1,1,3,6,0,0,3.3
2011,11,7,6.0,0,0,119,1,44,0,0,49.300000000000004
2011,11,9,19.0,2,0,1,0,0,0,0,0.3
2011,11,10,14.666666666666666,3,0,6,2,5,0,0,4.1
2011,11,12,17.0,5,1,41,3,32,0,0,23.1
2011,11,13,16.0,6,1,1,0,0,0,0,0.3
2011,11,14,22.0,0,0,3,0,0,0,0,0.9
2011,11,15,6.0,1,0,20,1,7,0,0,8.5
2011,11,17,13.0,3,0,6,2,11,1,0,5.9
2011,11,18,17.666666666666668,4,0,12,0,137,0,0,44.7
2011,11,19,11.0,5,1,1,0,0,0,0,0.3
2011,11,20,16.5,6,1,2,0,1,0,0,0.8999999999999999
2011,11,23,16.0,2,0,6,0,2,0,0,2.4
2011,11,24,14.75,3,0,285,79,88,0,0,143.5
2011,11,25,11.0,4,0,22,0,7,0,0,8.7
2011,11,26,11.5,5,1,119,196,52,0,0,129.7
2011,11,27,18.0,6,1,3,1,3,0,0,2.2
2011,11,28,15.0,0,0,2,0,0,0,0,0.6
2011,11,29,19.0,1,0,5,0,0,0,0,1.5
2011,11,30,4.666666666666667,2,0,5,0,1,0,0,1.8
2011,12,4,1.0,6,1,1,0,1,0,0,0.6
2011,12,5,20.0,0,0,1,0,0,0,0,0.3
2011,12,8,1.0,3,0,56,0,37,0,0,27.9
2011,12,9,5.0,4,0,1,0,0,0,0,0.3
2011,12,10,15.0,5,1,1,0,0,0,0,0.3
2011,12,12,14.5,0,0,4,0,1,0,0,1.5
2011,12,13,9.5,1,0,14,3,3,0,0,6.300000000000001
2011,12,14,14.0,2,0,53,2,9,0,0,19.4
2011,12,15,4.0,3,0,132,1,35,0,0,50.5
2011,12,17,15.0,5,1,2,0,0,1,0,0.6
2011,12,18,13.0,6,1,12,0,0,0,0,3.6
2011,12,19,11.0,0,0,2,0,1,0,0,0.9
2011,12,20,1.0,1,0,2,0,2,0,0,1.2
2011,12,21,16.666666666666668,2,0,860,17,227,0,0,332.9
2011,12,22,7.333333333333333,3,0,15,1,6,0,0,6.7
2011,12,23,11.0,4,0,6,0,2,0,0,2.4
2011,12,24,7.0,5,1,3,0,1,0,0,1.2
2011,12,25,12.5,6,1,11,1,12,2,0,7.3
2011,12,26,17.0,0,0,5,0,1,0,0,1.8
