tweet_year,tweet_month,tweet_days,tweet_hour,tweet_day,is_weekend,retweet_count,reply_count,like_count,quote_count,impression_count,engagement
2017,1,1,10.1889433170049,6,1,23918,2399,88790,1002,0,34772.0
2017,1,2,11.012311901504788,0,0,45466,33137,167734,15163,0,77214.8
2017,1,3,11.17979669631512,1,0,4480,814,5102,232,0,3200.2
2017,1,4,12.258213256484147,2,0,33517,5444,85594,2801,0,37910.9
2017,1,5,11.126712328767123,3,0,29435,17892,78341,5988,0,39489.6
2017,1,6,12.072878709005726,4,0,15637,17628,42764,4744,0,24571.5
2017,1,7,13.34015444015444,5,1,19293,3275,26475,1608,0,15040.4
2017,1,8,8.580027998133458,6,1,25532,2758,35051,8788,0,19278.1
2017,1,9,11.12920673076923,0,0,23976,2538,44658,6546,0,21605.4
2017,1,10,11.597130902570234,1,0,15324,3068,31178,3925,0,15177.8
2017,1,11,11.294891249367728,2,0,17906,5468,34062,4979,0,17777.6
2017,1,12,10.20220733149389,3,0,9071,2183,26937,891,0,11675.6
2017,1,13,11.551965535810448,4,0,23215,2965,37934,5559,0,19530.7
2017,1,14,11.071322436849924,5,1,124600,16980,289097,5872,0,130901.1
2017,1,15,11.504252733900364,6,1,138472,26427,364916,7306,0,161587.2
2017,1,16,11.789247311827957,0,0,141464,13056,318300,5765,0,143151.6
2017,1,17,13.16952380952381,1,0,15235,2535,44676,1806,0,18987.3
2017,1,18,12.051347881899872,2,0,42654,6126,106592,2459,0,47224.2
2017,1,19,11.13138686131387,3,0,10633,1032,8960,2372,0,6290.7
2017,1,20,11.077680525164114,4,0,69352,18540,223052,5400,0,95137.2
2017,1,21,10.49592290585619,5,1,32685,893,35677,1293,0,20865.8
2017,1,22,11.265950302216252,6,1,20813,1013,18945,1014,0,12332.6
2017,1,23,11.775862068965518,0,0,3968,1010,6644,376,0,3587.6
2017,1,24,11.708310991957104,1,0,69628,55979,293591,22783,0,131357.3
2017,1,25,11.13474770642202,2,0,137534,57645,340958,40688,0,166605.6
2017,1,26,16.71228266965788,3,0,65064,15275,133487,14126,0,65675.3
2017,1,27,11.12483039348711,4,0,26457,2894,51962,1397,0,24683.3
2017,1,28,9.918817204301074,5,1,19634,2545,44175,1503,0,20160.7
2017,1,29,11.093032308291164,6,1,10313,2710,16244,2336,0,9051.1
2017,1,30,14.052643573381951,0,0,10756,878,10097,927,0,6607.099999999999
2017,1,31,10.964613814222524,1,0,18524,2402,44148,916,0,19762.4
2017,2,1,12.563703024747936,2,0,4963,1009,6390,555,0,3809.5
2017,2,2,7.213584653134062,3,0,71872,11413,128633,3897,0,64716.7
2017,2,3,10.724563515954245,4,0,105190,23125,227324,18362,0,109004.2
2017,2,4,10.61259842519685,5,1,77805,103388,310648,40926,0,157891.1
2017,2,5,9.72271762208068,6,1,29357,13471,99513,2675,0,44049.4
2017,2,6,10.15552377547372,0,0,18939,1950,15370,1314,0,11072.7
2017,2,7,10.8,1,0,31297,32192,113480,6018,0,56309.9
2017,2,8,11.846666666666666,2,0,16823,22304,69343,14904,0,34771.4
2017,2,9,11.628810020876829,3,0,18119,25223,69071,5543,0,36246.2
